-0.416425, -0.68514, -0.805881, -0.808488, -0.524105, -0.636495, -0.736, -0.541063, -0.509497, -0.282904, 
-0.901453, -0.59042, -0.099508, -0.436832, -0.404693, -0.451488, 0.072087, -0.889751, -0.865471, -0.427465, 
-0.724495, -0.676269, -0.832833, 0.07075, 0.088587, -0.050494, 0.001187, 0.723879, -0.615797, -0.724251, 
-0.150003, -0.66417, -0.803562, -0.604699, -0.751885, -0.533765, -0.515062, -0.648732, -0.715152, -0.679422, 
-0.743284, -0.679458, 0.036072, 0.0177, -0.896462, -0.814072, 0.085627, 0.235173, -0.824039, -0.698704, 
0.83392, -0.210034, -0.629789, -0.286663, -0.829008, -0.577374, 0.063473, -0.03435, -0.407134, -0.781528, 
-0.230508, -0.622672, 0.482249, 0.216557, -0.063768, -0.252056, -0.482354, -0.291656, 0.250477, -0.542333, 
-0.290456, -0.767184, 0.695137, -0.355378, -0.433042, 0.014414, 0.420062, -0.840701, -0.394083, 0.032363, 
-0.410431, -0.317652, -0.871367, -0.023554, -0.737922, -0.493787, -0.32137, -0.702684, -0.893379, -0.459127, 
0.832736, 0.599981, -0.14762, 0.415424, 0.891109, 0.791789, -0.297301, -0.393653, 0.028983, -0.605139, 
