[-0.723081, -0.944285, -0.903961, -0.818837, -0.843051, -0.919544, -0.858646, -0.750224, -0.904954, -0.84686]
[-0.781105, -0.807883, -0.666285, 0.486016, -0.888219, -0.545786, -0.462354, -0.568841, -0.53611, -0.576295]
[0.452594, 0.409549, 0.41824, 0.524101, 0.375686, 0.413348, 0.353872, 0.479289, 0.39225, 0.468937]
[-0.866174, -0.744394, -0.715964, -0.789298, -0.743748, -0.715579, -0.851514, -0.745035, -0.743098, -0.87599]
[-0.799721, -0.652225, -0.652224, -0.684996, -0.755162, -0.75253, -0.741078, -0.614813, -0.663723, -0.668314]
[-0.928446, -0.649884, 0.619338, -0.627473, -0.814156, -0.826662, -0.472976, -0.590749, -0.625688, -0.637418]
[-0.806426, -0.608559, -0.715085, -0.749797, -0.764613, -0.707753, -0.728736, -0.704942, -0.694309, -0.663243]
[0.826057, 0.970279, -0.778558, 0.377121, 0.322431, 0.307024, 0.408764, 0.247838, 0.400821, 0.267753]
[0.277714, -0.619235, 0.277714, 0.277714, 0.594109, 0.861877, -0.847335, 0.056207, 0.043484, 0.116876]
[-0.848371, -0.761906, -0.780318, -0.863192, -0.77993, -0.790466, -0.852151, -0.83704, -0.820778, -0.847463]
[-0.819438, 0.437139, 0.650686, -0.77229, -0.709348, -0.327759, -0.709348, -0.271851, -0.346407, -0.351455]
[0.824589, -0.914708, -0.44856, -0.92146, -0.376669, -0.326368, -0.400379, -0.398971, -0.426965, -0.312492]
[-0.739, 0.909102, -0.262692, -0.811318, -0.404936, -0.319838, -0.179796, -0.301542, -0.289784, -0.199815]
[-0.607118, -0.800114, -0.624937, -0.685815, -0.615628, -0.671101, -0.687962, -0.618099, -0.776903, -0.625641]
[-0.647448, -0.999621, -0.27106, -0.593842, -0.738674, -0.564865, -0.611674, -0.721593, -0.561138, -0.622375]
[-0.826023, -0.962041, -0.470303, -0.304919, -0.534005, -0.660839, -0.542539, -0.537844, -0.600528, -0.588865]
[-0.866376, 0.358297, -0.798971, -0.815048, -0.858577, -0.524813, -0.639078, -0.529769, -0.646773, -0.587785]
[-0.99814, -0.934748, -0.910584, -0.918715, -0.949873, -0.976714, -0.996199, -0.879603, -0.900774, -0.879927]
[-0.881248, 0.711346, -0.780961, -0.73526, -0.896843, -0.507187, -0.595228, -0.595921, -0.59687, -0.587753]
[-0.576112, -0.828988, -0.593188, -0.593188, -0.593188, -0.553467, -0.548569, -0.70394, -0.563457, -0.7238]
[0.847192, 0.915771, 0.965904, 0.929963, 0.828129, 0.937001, 0.789912, 0.964831, 0.898667, 0.904951]
[-0.828015, -0.902704, -0.510169, -0.510169, -0.510169, -0.474257, -0.524984, -0.522696, -0.699521, -0.537619]
[-0.999317, -0.985428, -0.909581, -0.921578, -0.995912, -0.92184, -0.975901, -0.902571, -0.904921, -0.970862]
[0.599945, 0.787176, 0.571377, 0.957624, 0.807408, 0.642547, 0.735863, 0.784055, 0.687034, 0.780317]
[0.624608, -0.81081, -0.009093, -0.087286, -0.190756, -0.009111, -0.035349, -0.159751, -0.187816, -0.103977]
[-0.579764, -0.99159, -0.47899, 0.832147, 0.599689, -0.02672, -0.068093, -0.083008, -0.058414, -0.084369]
[-0.293904, 0.536736, 0.891584, -0.483777, -0.785271, -0.092165, 0.04652, -0.068354, 0.020073, 0.019404]
[0.44395, 0.935421, 0.901014, 0.693629, -0.952, 0.323392, 0.402967, 0.410896, 0.479684, 0.390838]
[0.543005, -0.866636, -0.103486, -0.117153, -0.104745, -0.087204, -0.176016, -0.08115, -0.210873, -0.180675]
[-0.594138, 0.685863, -0.702712, -0.271711, -0.296722, -0.21105, -0.24561, -0.210631, -0.239977, -0.235622]
[-0.926845, -0.590944, 0.525315, -0.787774, -0.843518, -0.472422, -0.547671, -0.474282, -0.45495, -0.574391]
[-0.877571, 0.740048, -0.729319, -0.98156, -0.777172, -0.782417, -0.759722, -0.926306, -0.565438, -0.721311]
[-0.965325, -0.94917, -0.87974, -0.339097, -0.657117, -0.753578, -0.990844, -0.822154, -0.987491, -0.949845]
[0.845078, -0.648865, -0.684009, -0.931447, -0.473015, -0.290168, -0.983015, -0.649931, -0.445803, -0.524077]
[-0.602773, -0.854137, -0.779284, 0.845078, 0.357032, -0.881965, -0.798161, -0.875978, -0.425852, -0.506727]
[-0.886631, -0.734684, -0.650341, -0.871374, -0.805726, -0.493575, -0.805162, -0.707396, -0.775415, -0.702604]
[-0.381563, -0.528202, -0.472834, -0.768331, -0.867346, -0.934706, -0.983874, -0.9856, -0.650787, -0.732346]
[-0.658725, -0.827166, -0.807246, -0.846256, -0.948647, -0.602367, -0.698826, -0.76944, -0.691959, -0.676363]
[-0.791838, -0.983015, 0.575971, -0.897676, -0.895352, -0.947153, -0.980411, -0.951856, -0.727296, -0.732302]
[-0.766457, -0.879364, -0.755376, -0.534461, -0.377724, -0.962771, -0.990333, -0.708689, -0.840044, -0.8478]
[-0.587998, -0.907098, -0.913793, 0.816626, -0.913793, 0.463386, -0.811088, -0.944642, -0.526485, -0.394455]
[-0.886829, -0.896499, -0.950474, -0.869476, -0.95435, -0.631035, -0.792372, -0.792372, -0.766032, -0.844359]
[-0.926403, -0.803929, 0.469917, -0.521005, -0.832832, -0.579984, -0.61755, -0.463682, -0.434658, -0.486031]
[-0.731421, -0.92325, -0.965614, 0.561975, 0.561975, -0.901982, -0.812506, 0.988458, 0.7086, -0.12812]
[-0.264392, -0.636831, -0.637995, -0.994622, -0.803538, 0.830947, -0.429571, -0.440561, -0.318592, -0.373536]
[-0.545318, -0.945917, -0.642258, -0.55735, 0.258476, -0.712656, -0.767105, -0.461209, -0.644764, -0.589966]
[-0.910989, -0.868385, 0.50464, -0.703639, -0.959308, -0.991789, -0.390036, -0.643043, -0.604741, -0.689376]
[-0.798531, -0.710136, -0.635023, -0.845699, -0.521005, -0.914416, -0.788579, -0.670324, -0.671407, -0.82525]
[0.87256, -0.656098, -0.656098, -0.960049, -0.840771, 0.687459, -0.618729, -0.333621, -0.368072, -0.257993]
[-0.774189, -0.827773, -0.955278, 0.522004, -0.815058, -0.976804, -0.706995, 0.944065, -0.520596, -0.866392]
[0.932101, -0.770352, -0.771397, -0.707493, -0.88959, -0.870355, -0.456268, -0.444446, -0.513872, -0.42636]
[-0.71481, -0.638405, -0.61128, -0.952985, -0.689147, -0.711, -0.825243, -0.79794, -0.634968, -0.748729]
[-0.738819, 0.443036, -0.830506, -0.70854, -0.491116, -0.536781, -0.491947, -0.379211, -0.406252, -0.461027]
[0.280933, 0.55605, -0.94256, -0.057033, 0.045099, -0.082271, -0.096418, 0.038987, 0.054064, -0.108995]
[-0.897011, -0.926396, -0.803745, -0.878537, -0.986788, -0.803052, -0.909446, -0.972524, -0.888853, -0.80804]
[-0.738417, -0.911722, -0.965748, -0.950802, -0.866654, -0.791938, -0.785788, -0.927476, -0.96029, -0.969071]
[-0.829823, -0.658262, -0.811144, -0.96053, -0.71924, -0.995175, -0.986729, -0.665858, -0.888858, -0.832841]
[-0.856216, -0.989535, 0.661697, -0.560426, -0.900932, -0.97215, -0.51048, -0.565897, -0.597331, -0.600598]
[-0.564738, 0.805593, -0.80309, -0.826538, -0.418863, -0.25362, -0.334447, -0.415353, -0.296108, -0.306428]
[-0.565373, -0.911453, -0.959789, -0.656992, -0.827167, -0.775299, -0.683272, -0.716039, -0.687009, -0.693624]
[-0.821081, -0.922363, 0.891557, -0.521105, -0.874902, -0.481016, -0.538623, -0.510296, -0.374593, -0.44154]
[-0.492571, -0.936101, -0.476558, -0.737734, 0.752244, -0.749601, -0.609454, -0.769168, -0.530621, -0.472568]
[0.607517, -0.998229, -0.345826, -0.456201, 0.699309, 0.783179, 0.768395, 0.086472, 0.118427, 0.228291]
[0.957985, -0.696462, -0.718083, -0.498088, 0.395397, 0.395397, -0.408934, -0.047675, -0.082066, -0.126263]
[-0.528411, 0.731496, -0.874042, -0.935754, -0.558172, -0.593176, -0.810735, -0.451552, -0.509144, -0.479021]
[-0.947754, 0.555851, 0.872422, -0.795017, -0.084751, -0.095207, -0.170272, -0.176763, 0.002193, -0.162704]
[-0.668204, -0.658262, 0.621747, 0.98081, -0.859352, 0.606955, -0.03619, -0.029809, 0.009843, 0.092792]
[-0.669401, 0.653509, 0.01851, -0.041399, 0.07282, -0.106745, 0.067538, -0.008049, 0.045948, -0.039745]
[0.850664, 0.939818, 0.871742, -0.993109, 0.428781, 0.346985, 0.397202, 0.365559, 0.364824, 0.322518]
[-0.800117, -0.761994, -0.813701, -0.56092, -0.565399, -0.608687, -0.709722, -0.685595, -0.668119, -0.720788]
[0.882082, 0.608838, -0.987363, 0.117045, 0.235375, 0.183017, 0.235808, 0.16634, 0.092157, 0.171575]
[-0.828581, -0.890142, -0.728152, -0.817095, -0.845605, -0.818283, -0.826475, -0.835233, -0.891979, -0.717343]
[-0.878154, -0.905524, -0.879012, -0.80699, -0.854896, -0.795218, -0.801197, -0.887526, -0.869753, -0.976411]
[-0.812938, -0.851557, -0.822236, 0.869249, -0.998925, -0.565607, -0.619058, -0.614432, -0.558944, -0.592852]
[-0.929817, -0.999487, 0.805748, -0.723477, -0.847922, -0.998622, -0.591134, -0.602468, -0.608068, -0.561491]
[-0.712394, 0.550683, -0.704626, -0.259213, -0.303538, -0.207413, -0.244572, -0.311119, -0.311292, -0.268763]
[-0.453433, -0.683074, -0.899134, -0.60935, -0.734849, -0.670513, -0.694415, -0.742354, -0.677948, -0.607126]
[-0.86626, -0.906321, -0.755951, -0.763496, -0.940613, -0.817547, -0.818936, -0.923339, -0.792322, -0.811315]
