[-0.623435, -0.926538, -0.811162, -0.916857, -0.826223, -0.745883, -0.811587, -0.826388, -0.781168, -0.910178]
[-0.95779, -0.41421, -0.72901, -0.728695, -0.948488, -0.854084, -0.860636, -0.712464, -0.710075, -0.773729]
[-0.783043, -0.828218, -0.89958, -0.893275, -0.827344, -0.96529, -0.842023, -0.947135, -0.8867, -0.790738]
[-0.379684, -0.905259, -0.470406, 0.957897, -0.760714, 0.968526, 0.794235, -0.968465, -0.141332, -0.107766]
[-0.650422, -0.863107, -0.852443, -0.512149, -0.495284, -0.925519, -0.657316, -0.682346, -0.70566, -0.757485]
[-0.556331, 0.44935, -0.826638, -0.987126, 0.600913, -0.198411, -0.199915, -0.251348, -0.267588, -0.360935]
[0.859689, -0.864681, -0.765329, -0.550876, -0.927055, 0.619243, -0.188282, -0.188399, -0.328703, -0.209458]
[0.932193, -0.692477, -0.957134, 0.876419, -0.855889, -0.040314, -0.210805, -0.061948, -0.136463, -0.101133]
[-0.996592, -0.761176, -0.926804, 0.483792, -0.981852, -0.696177, -0.716256, -0.730413, -0.731737, -0.550898]
[-0.71653, 0.741941, -0.76272, -0.905259, -0.760713, 0.636577, -0.799015, -0.450007, -0.284619, -0.378174]
[0.597238, -0.712334, -0.69025, 0.843582, -0.084898, -0.025511, 0.092703, 0.019866, -0.077972, -0.009212]
[-0.300452, -0.671481, -0.932523, -0.302065, 0.626951, 0.900823, -0.099207, -0.069607, -0.150488, -0.177001]
[-0.438774, 0.806517, -0.922001, -0.408954, -0.352212, -0.244591, -0.255402, -0.334087, -0.347412, -0.302191]
[-0.447108, -0.910629, -0.782078, -0.783797, -0.738106, -0.81748, -0.733113, -0.6888, -0.696995, -0.824499]
[-0.962769, -0.964108, -0.463999, -0.784185, -0.569866, -0.711115, -0.790321, -0.721842, -0.741308, -0.762113]
[-0.621765, 0.384312, -0.779954, -0.687128, -0.330504, -0.330368, -0.735577, -0.372649, -0.481684, -0.422016]
[0.838243, -0.53069, 0.403045, 0.151548, 0.22598, 0.15823, 0.270923, 0.237448, 0.139679, 0.161991]
[-0.72979, -0.579082, -0.969488, 0.590483, -0.439029, -0.459198, -0.474727, -0.403304, -0.458017, -0.450088]
[-0.564554, -0.524093, 0.9313, -0.029841, 0.043902, -0.030701, -0.019721, 0.040781, -0.029788, -0.119849]
[-0.973777, 0.557264, 0.338258, -0.923079, -0.198077, -0.220453, -0.210698, -0.250889, -0.293065, -0.162985]
[0.708562, -0.711626, -0.711626, -0.587782, -0.283115, -0.418487, -0.26664, -0.394787, -0.42236, -0.32685]
[-0.80062, -0.680323, 0.682603, -0.262981, -0.194519, -0.228407, -0.223827, -0.173587, -0.166749, -0.288716]
[0.842186, -0.703569, 0.116565, 0.157257, 0.103532, 0.100756, 0.02628, 0.055566, 0.11679, 0.067251]
[0.668455, -0.703569, -0.085205, -0.047579, -0.000237, 0.014472, 0.046817, -0.064846, -0.098124, -0.087036]
[0.57828, -0.703569, -0.703569, -0.228709, -0.330123, -0.20271, -0.245481, -0.257423, -0.374197, -0.212229]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.840481, 0.769615, 0.938551, 0.867593, 0.834401, 0.758663, 0.780085, 0.787338, 0.841081, 0.927065]
[-0.752314, -0.553696, -0.574346, -0.594419, -0.728637, -0.639103, -0.734256, -0.610597, -0.61383, -0.652764]
[-0.870263, -0.760564, -0.831799, -0.716091, -0.79483, -0.813834, -0.798697, -0.747477, -0.82831, -0.86828]
[-0.711626, -0.711626, -0.629752, 0.594902, -0.43307, -0.439501, -0.287031, -0.274582, -0.401223, -0.266689]
[-0.994505, -0.626738, -0.979324, -0.865814, -0.68808, -0.889029, 0.913127, 0.780462, 0.775806, -0.379762]
[-0.681617, 0.463579, -0.877549, -0.877549, -0.877549, -0.930362, -0.919786, -0.657715, -0.678144, -0.746118]
[-0.879848, -0.87987, -0.539184, -0.772639, -0.96469, -0.850773, -0.686468, -0.432587, -0.589297, -0.811987]
[0.315454, -0.814461, -0.302309, -0.652691, -0.644586, -0.885273, -0.933548, -0.88969, -0.684675, -0.670147]
[-0.848013, -0.932784, -0.307658, -0.690248, -0.540041, -0.402767, -0.8971, -0.623058, -0.661758, -0.613557]
[-0.987258, -0.794713, -0.84279, -0.575569, -0.458134, -0.635952, -0.779732, -0.715797, -0.794339, -0.687608]
[-0.553235, -0.605582, -0.830354, -0.761368, -0.934289, -0.947749, -0.362481, -0.767547, -0.813288, -0.778571]
[-0.948656, -0.948656, -0.952656, -0.777754, -0.957608, -0.838067, -0.948656, -0.543098, -0.948656, -0.948656]
[-0.896689, -0.995334, -0.917702, -0.947979, -0.627815, -0.292191, -0.786122, -0.916412, -0.707698, -0.691522]
[-0.800224, -0.984857, -0.98842, -0.671152, -0.936175, -0.668703, -0.905874, -0.841453, -0.929072, -0.77976]
[0.66219, 0.626015, 0.587472, 0.5926, 0.576637, 0.721611, 0.630276, 0.662026, 0.580415, 0.624892]
[-0.99004, 0.418162, -0.888067, 0.394251, -0.386684, -0.340056, -0.207451, -0.366465, -0.293443, -0.347117]
[-0.780202, -0.943021, -0.909454, -0.924171, -0.888523, -0.889304, -0.899959, -0.955614, -0.916514, -0.931075]
[-0.890667, -0.948593, -0.961211, -0.85405, -0.945568, -0.871132, -0.880128, -0.903603, -0.974436, -0.888828]
[-0.432926, -0.540255, -0.964761, -0.950483, 0.879167, -0.918433, 0.87538, -0.321271, -0.305167, -0.245202]
[-0.76679, -0.411138, -0.970212, -0.806283, -0.91, -0.677665, -0.821165, -0.754665, -0.871064, -0.712057]
[-0.68085, -0.754434, -0.744164, -0.833848, -0.710843, -0.758157, -0.683491, -0.783564, -0.737063, -0.747069]
[-0.864974, -0.837021, -0.877529, -0.918768, -0.621623, -0.657455, -0.605703, -0.801459, -0.705997, -0.778491]
[-0.962166, -0.94636, 0.628163, -0.662297, -0.432902, -0.451897, -0.455604, -0.484648, -0.493603, -0.479323]
[-0.375492, -0.764632, -0.987, -0.797158, -0.766006, -0.666039, -0.789611, -0.685549, -0.673235, -0.721666]
[-0.696071, -0.596541, -0.700433, -0.759351, -0.743931, -0.60541, -0.753103, -0.770547, -0.663554, -0.752296]
