-0.79393, -0.863119, -0.763535, -0.75938, -0.618223, -0.912812, -0.12182, -0.275488, -0.850582, -0.23916, 
-0.564763, -0.805833, 0.077055, -0.396871, -0.27377, -0.532559, -0.595107, -0.067589, -0.827477, -0.450056, 
-0.335807, -0.183107, 0.143333, -0.103699, 0.12128, -0.835307, 0.002421, 0.192871, 0.11109, 0.026708, 
-0.749153, -0.34793, -0.596869, -0.72908, -0.527752, -0.767742, -0.460628, -0.541947, -0.597932, -0.562239, 
-0.417344, -0.489511, -0.654688, -0.589541, -0.850415, -0.205264, -0.743132, -0.485718, -0.532948, 0.03546, 
-0.837747, -0.007914, -0.577071, -0.305017, -0.297346, -0.781777, -0.072527, -0.001449, -0.389577, 0.067339, 
0.207408, -0.448067, -0.075354, -0.407488, -0.548938, -0.633998, 0.067281, -0.472596, 0.019219, -0.509751, 
-0.758025, -0.699556, -0.383574, -0.579641, -0.780503, 0.052663, -0.483548, -0.878748, -0.034638, -0.799885, 
-0.104405, -0.67606, -0.007684, -0.790443, -0.442332, -0.871248, -0.768941, -0.177975, -0.695003, -0.259076, 
0.154666, 0.546294, 0.500891, -0.170912, 0.593993, 0.101807, -0.225448, 0.513824, 0.650899, 0.894247, 
