-0.781112, -0.710335, -0.269977, -0.21908, -0.61102, -0.890057, 0.195141, -0.602372, -0.667898, -0.798675, 
-0.109605, -0.580653, -0.430899, -0.718197, -0.391166, 0.108754, -0.440582, -0.387621, -0.432871, -0.416206, 
0.193383, 0.41282, -0.67262, -0.760314, -0.654442, 0.205909, -0.582745, -0.050259, 0.031055, -0.716938, 
-0.478828, -0.725352, -0.054956, -0.588587, -0.678584, -0.518331, -0.816755, -0.41644, -0.876317, -0.898985, 
-0.810686, -0.280479, -0.263465, -0.61897, 0.496848, -0.862187, -0.227647, -0.433807, -0.644939, -0.372475, 
-0.305789, -0.686028, -0.390478, -0.469069, -0.065941, -0.82346, -0.330459, 0.1164, 0.109988, -0.436537, 
-0.142074, -0.738853, 0.066666, -0.4511, -0.543641, -0.678443, -0.371276, 0.170887, 0.165452, -0.822677, 
0.805611, -0.32374, -0.425303, -0.892815, 0.599076, -0.663822, -0.533667, -0.363507, -0.72488, -0.85978, 
-0.705107, -0.635994, -0.390053, -0.844342, -0.763356, -0.790178, -0.677171, -0.753971, -0.420072, -0.722795, 
0.703579, -0.393945, 0.082293, 0.260022, 0.430817, 0.141919, 0.582546, -0.012018, 0.399643, 0.11549, 
