-0.91121, -0.329105, -0.910991, -0.654843, -0.822866, -0.827752, -0.664217, -0.913458, -0.83354, -0.838357, 
-0.047861, -0.24836, -0.131125, 0.624017, -0.364975, -0.744885, -0.033482, 0.056353, -0.231753, 0.109988, 
0.211167, 0.244126, 0.145118, -0.107576, 0.059813, 0.807886, -0.385682, -0.169652, 0.168972, -0.151681, 
-0.972582, -0.886205, -0.87806, -0.711527, -0.538749, -0.512046, -0.872045, -0.619119, -0.858985, -0.979671, 
-0.64933, -0.73366, -0.386225, -0.523232, -0.413388, -0.558089, -0.490452, -0.577521, -0.459167, -0.662195, 
-0.076097, -0.511083, -0.39383, -0.748733, 0.011016, -0.688637, -0.59975, -0.713802, -0.532346, -0.695071, 
-0.200019, -0.158737, -0.33078, 0.441996, -0.336303, 0.090314, 0.472487, -0.729609, -0.595637, -0.161286, 
0.512809, 0.090179, -0.206322, -0.406087, 0.05849, -0.155846, -0.222623, -0.554547, -0.280063, -0.600792, 
-0.360904, -0.823037, -0.815122, -0.778057, -0.645176, -0.110712, -0.350824, -0.422194, -0.654321, -0.55481, 
-0.347128, -0.214431, -0.234623, -0.049414, 0.00709, -0.043601, 0.219017, -0.085823, -0.036673, 0.798562, 
