-0.798639, -0.510256, 0.438699, -0.801735, -0.649231, -0.477088, -0.684, 0.344674, 0.066045, -0.800214, 
-0.258234, -0.270165, -0.161885, -0.642459, -0.633524, -0.723258, -0.634236, -0.927911, -0.58302, -0.576506, 
0.98001, -0.535303, -1.092322, 0.653494, -0.002823, -0.025818, -0.06757, 0.331976, -0.21145, -0.247419, 
-0.484707, -0.613899, -0.897251, -0.430539, -0.365321, -0.702768, -0.694358, -0.703709, -0.724238, -0.770947, 
-0.513565, -0.935879, -0.578877, -0.192445, -0.388884, -0.577015, -0.616219, -0.661068, -0.244772, -0.504559, 
-0.538041, -0.720416, -0.395973, -0.062875, -0.983047, -0.951859, -0.891422, -0.590573, -0.282414, -0.741567, 
-0.443593, -0.555463, 0.169979, -0.088057, -0.604331, -0.010944, 0.081038, 0.000211, 0.34614, -0.61208, 
0.179153, -0.826848, -0.897298, -0.555346, -0.59983, -0.35631, -0.592286, -0.797086, -0.31888, -0.214932, 
-0.663187, -0.455493, -0.531867, -0.783164, -0.772024, -0.669734, -0.492768, -0.72613, -0.362765, -0.743096, 
-0.151453, -0.401169, -0.741638, 0.015805, 0.929738, -0.176384, -0.119582, -0.024717, -0.725666, -0.856212, 
