-0.643697, 0.356129, -0.067966, 0.152166, -0.280344, -0.03001, 0.0, -0.089443, 0.0, -0.165572, 
-0.04995, -0.270161, -0.766694, -0.265199, -0.594116, -0.478134, -0.351806, -0.779716, -0.775778, -0.240312, 
-0.829601, -0.770162, -0.001204, -0.275931, -0.268077, -0.231787, 0.0, -0.491216, 0.269449, -0.515598, 
-0.844562, -0.835313, -0.662183, -0.886332, -0.660159, -0.744497, -0.644799, -0.868626, -0.972235, -0.782017, 
-0.355761, -0.804585, -0.329557, -0.678234, -0.372083, -0.662513, -0.805609, -0.38859, -0.239845, 0.013966, 
-0.724398, -0.224092, -0.72576, -0.876098, -0.196849, -0.806077, -0.538984, -0.907403, -0.873243, -0.457549, 
-0.563499, -0.27888, 0.002133, 0.111269, -0.205639, -0.441951, 0.132966, -0.327448, 0.299859, -0.483745, 
-0.033059, -0.310605, -0.495721, -0.905653, -0.903486, -0.768846, -0.817511, -0.40745, -0.749385, -0.466544, 
-0.38133, -0.18274, -0.818063, -0.534093, -0.597556, -0.684122, -0.678319, -0.328905, -0.847517, -0.491458, 
0.426209, -0.151219, 0.264772, 0.339226, -0.408219, 0.0, -0.932534, -0.404691, -0.409773, -0.501332, 
