-0.833683, -0.531495, 0.452594, -0.778958, -0.70139, -0.53788, -0.710023, 0.339259, 0.117508, -0.848371, 
-0.32148, -0.365035, -0.261769, -0.703616, -0.639376, -0.626355, -0.596135, -0.966444, -0.516593, -0.636933, 
0.881482, -0.62258, -0.999317, 0.729031, -0.093101, -0.123702, -0.026926, 0.404403, -0.161816, -0.203662, 
-0.524753, -0.636752, -0.829436, -0.476921, -0.448773, -0.740389, -0.73036, -0.76989, -0.733916, -0.752355, 
-0.4748, -0.846676, -0.532373, -0.168196, -0.417739, -0.558875, -0.617072, -0.737468, -0.310247, -0.497702, 
-0.512848, -0.72937, -0.458707, -0.035192, -0.897011, -0.871962, -0.828345, -0.602927, -0.347193, -0.773402, 
-0.449579, -0.502368, 0.151163, -0.081827, -0.509828, -0.078624, 0.003949, -0.007946, 0.417279, -0.700426, 
0.167852, -0.815625, -0.891839, -0.523281, -0.615596, -0.288779, -0.678547, -0.842844, -0.41456, -0.263939, 
-0.713086, -0.42838, -0.606276, -0.76351, -0.801286, -0.644639, -0.536126, -0.675674, -0.43801, -0.728234, 
-0.187404, -0.380728, -0.840085, -0.062163, 0.933076, -0.11316, -0.151906, -0.070805, -0.816075, -0.917408, 
