0.014891, -0.898466, -0.571855, -0.564711, -0.256244, -0.430868, -0.846776, -0.705867, -0.354838, -0.758884, 
-0.25252, -0.279879, -0.581508, -0.439734, -0.405633, -0.626324, -0.706676, -0.549963, -0.569713, -0.328956, 
-0.276816, -0.290229, -0.714529, -0.052195, 0.606455, 0.04798, -0.816607, 0.448248, -0.591859, 0.109706, 
-0.578619, -0.773781, -0.372351, -0.658566, -0.895575, -0.863789, -0.601006, -0.570392, -0.240903, -0.670333, 
-0.758864, -0.044897, -0.059127, -0.778481, -0.751426, -0.162425, -0.195888, -0.897184, -0.756586, -0.779033, 
-0.239453, 0.2366, 0.316979, -0.139667, -0.57836, -0.391778, -0.362786, -0.305985, 0.351491, -0.543992, 
-0.173308, -0.166865, 0.5193, 0.117366, 0.221142, 0.524241, 0.448723, -0.155329, -0.53691, 0.09157, 
-0.086467, -0.353554, -0.30558, -0.486891, -0.126711, -0.584954, -0.623873, -0.046811, -0.201348, -0.306388, 
-0.599386, -0.377306, -0.334082, -0.591254, -0.443022, -0.504041, -0.563321, -0.468952, -0.866334, -0.508337, 
-0.083906, 0.093062, -0.217401, -0.105628, 0.291747, -0.284011, 0.212079, 0.229066, -0.222733, -0.161862, 
