-0.907293, 0.077799, -0.630881, -0.58128, -0.499112, -0.850181, -0.751403, -0.71902, -0.547977, -0.811026, 
-0.352358, -0.715522, -0.211701, -0.653431, -0.346126, -0.257696, -0.505833, -0.683475, -0.797122, -0.065199, 
-0.402391, -0.2076, -0.280976, -0.320226, 0.077105, 0.296677, -0.794574, -0.236313, -0.320159, 0.093722, 
-0.707283, -0.821396, -0.680331, -0.734239, -0.841552, -0.673853, -0.820511, -0.610716, -0.439699, -0.835215, 
-0.681011, -0.460908, -0.529957, -0.697042, -0.702564, -0.810873, -0.614478, -0.65671, -0.699995, -0.567243, 
-0.882666, -0.729508, -0.100263, -0.442228, -0.616381, -0.768813, -0.321371, -0.527336, -0.132854, -0.520444, 
-0.065655, -0.19745, -0.581032, 0.071087, -0.451027, 0.240935, -0.261079, -0.385153, -0.320646, 0.164054, 
-0.719843, -0.859794, -0.798934, -0.423154, -0.647351, 0.137342, 0.064691, -0.71578, -0.843959, 0.019077, 
-0.873815, -0.695263, -0.368952, -0.832106, -0.798463, -0.693268, -0.797465, -0.779617, -0.833312, -0.674785, 
-0.252325, -0.716411, -0.137669, 0.215605, 0.199094, 0.685811, 0.293298, -0.248941, -0.194655, -0.322143, 
